feature1,feature2,feature3,feature4,label
1.4535340771573169,4.8033207464105,A,Y,1
-0.2646568332379561,3.022817785698165,A,X,1
2.720169166589619,2.7928213655684577,A,X,1
0.6256673477650062,5.359788302306957,A,X,1
-0.8571575564162826,7.784004572689199,A,X,1
-1.0708924980611123,6.836633212004626,B,X,0
0.4824724152431853,1.858998792753645,A,Y,1
-0.22346278532585084,3.020743726859325,A,X,0
0.7140004940920919,6.881542375976432,C,X,1
0.47323762457354485,3.035025212923381,C,X,1
-0.07282891265687277,4.550733700005951,B,X,1
-0.846793718068405,6.100104198049104,C,Y,0
-1.5148472246858646,3.0633110902727294,B,Y,0
-0.4465149520670211,5.21075101229192,C,Y,1
0.8563987943234723,2.331949010163591,A,X,1
0.21409374413020396,3.797264712097572,A,Y,1
-1.245738778711988,5.639563868285074,A,Y,0
0.173180925851182,1.8140125329366614,A,Y,1
0.3853173797288368,5.880949475920798,A,X,1
-0.883857436201133,4.960724402146638,B,X,1
0.1537251059455279,6.104979908834296,B,X,1
0.058208718445999896,5.447828268129323,B,Y,1
-1.142970297830623,7.728280859947688,A,X,1
0.3577873603482833,5.250449005295814,C,X,1
0.5607845263682344,4.141188917749494,B,Y,1
1.083051243175277,5.244595006064568,A,Y,1
1.053802052034903,6.086596058072777,B,Y,1
-1.377669367957091,5.0977201406514085,A,X,0
-0.9378250399151228,5.081183382407764,A,Y,0
0.5150352672086598,3.596016624386489,C,X,1
0.5137859509122088,3.6741981648981032,A,X,1
0.5150476863060478,2.194789456400613,A,X,1
3.8527314906547208,8.499153486373878,C,X,1
0.570890510693167,2.51227352921743,B,X,1
1.135565640180599,3.6141896044081854,A,Y,1
0.9540017634932023,3.5631854688616054,A,X,1
0.651391251305798,6.789848753888883,A,Y,1
-0.31526924464034556,4.410100643415944,B,X,1
0.7589692204932672,7.495484145347468,A,X,1
-0.7728252145375718,3.653018751512263,A,X,0
-0.23681860674000887,5.557988324447604,C,X,1
-0.48536354782910346,3.3293058934804853,B,X,1
0.08187413938632256,9.290298255546777,A,X,1
2.3146585666735087,2.6248031619409744,B,X,1
-1.8672651925917483,5.619641420454055,B,X,0
0.6862601903745136,6.267553761864197,A,X,1
-1.6127158711896519,5.827598194902997,A,Y,0
-0.4719318657894335,4.629424682244584,C,X,0
1.0889505969673663,4.740358600533147,A,Y,1
0.06428001909546277,5.087622943958219,B,Y,1
-1.0777447779293061,4.705995996743023,A,Y,0
-0.7153037092599682,6.927758233589819,A,Y,1
0.6795977489346758,9.421046003182703,A,X,1
-0.7303666317171367,3.885016429984333,A,Y,0
0.21645858958197486,2.260394040841844,A,Y,1
0.04557183990381377,4.82343590329749,A,X,1
-0.6516003476058169,10.159418675308636,C,X,1
2.1439440893253257,3.3926508640605384,C,X,1
0.6339190223180112,8.278233610888135,B,Y,1
-2.025142586657607,8.355401628152881,C,Y,0
0.18645431476942764,3.892823516584011,A,X,1
-0.661786464768388,6.137966158370551,C,X,1
0.852433334796224,8.256793246257075,A,X,1
-0.7925207384327007,4.241744518025026,C,X,0
-0.11473644146689901,4.592839279795276,C,Y,1
0.5049872789804571,3.8366381721027123,B,X,1
0.8657551941701215,2.9704865386142663,C,X,1
-1.2002964070557762,3.701444909867986,B,X,0
-0.3345012358409484,2.552119466475487,A,Y,1
-0.4749453111609562,5.068166936518452,A,X,1
-0.6533292325737119,3.4600535378827173,B,Y,1
1.7654542402810969,5.467571823581496,A,X,1
0.40498171096095553,1.8882087075927454,B,X,1
-1.2608839543350452,5.661760464428914,C,X,0
0.9178619470547761,6.6670579232178495,A,X,1
2.1221561970126332,1.0125287148570892,B,X,1
1.0324652605511468,5.748113139695144,C,Y,1
-1.5193699659540134,7.455337984946585,C,Y,1
-0.48423407286625136,2.580717962617589,C,Y,1
1.2669111491866227,8.345144773675408,B,X,1
-0.7076694656187807,5.838038018732091,C,Y,1
0.44381942814622843,3.5899762884831823,B,X,1
0.7746340534293368,4.8884618446845876,A,X,1
-0.926930471578083,6.116653825043445,A,X,1
-0.05952535606180008,5.152010782824823,B,X,1
-3.2412673400690726,6.077511984892738,A,Y,0
-1.0243876413342898,3.1586528138412673,B,X,0
-0.2525681513931603,5.3387216480721555,B,X,1
-1.2477831819648495,2.1725710061900396,A,Y,0
1.6324113039316352,4.7775478773026,B,X,1
-1.4301413779606327,3.1921847170704205,B,X,0
-0.44004448669698376,3.528940114820467,A,X,0
0.13074057728609134,7.472186350420875,A,Y,1
1.4412732890661155,7.182620241188538,A,Y,1
-1.4358621511794394,6.218276241814354,A,X,0
1.1631637521549596,2.815374470654842,C,X,1
0.010233061019587049,4.367183100610396,A,X,1
-0.9815086510479509,7.426195399958367,B,Y,1
0.46210347426327075,5.28343382727981,A,X,1
0.19905969557347003,9.63865907996339,A,X,1
-0.6002168771587947,5.786635678788744,C,X,1
0.06980208499001886,5.3840982329800635,B,X,1
-0.3853135968617599,4.3817670715949975,A,X,1
0.11351734525124799,5.267081809564564,A,Y,1
0.6621306745210463,4.695060327238913,A,X,1
1.586016816145352,6.416217353377181,A,X,1
-1.237815498826849,6.913404633589169,B,Y,0
2.1330333746562666,3.4280210789841012,A,Y,1
-1.9520877995225019,2.337534092884444,A,X,0
-0.15178509503558324,1.3275892537934069,A,X,1
0.5883172064845762,6.015982653825088,C,X,1
0.2809918677350327,2.793266787652253,C,Y,1
-0.6226995198205939,0.6942188140950343,A,X,0
-0.20812225035727533,5.7771572090619285,B,Y,1
-0.4930009346588331,9.985999034865582,A,Y,1
-0.5893647569442118,4.987858176920214,A,X,0
0.849602097021025,6.676981548903283,B,X,1
0.35701548596504734,5.16365871709513,C,X,1
-0.6929095952606542,4.8022206936177145,C,X,1
0.8995998754332507,6.838152965975537,B,X,1
0.30729952087660933,4.419450911622698,A,Y,1
0.8128621188389601,5.534784628143806,B,Y,1
0.6296288419236122,5.643395612392027,A,X,1
-0.8289950109220725,3.6638190927139025,B,Y,1
-0.5601810401969697,6.984084699073046,A,X,1
0.7472936051232618,4.650080486609182,B,X,1
0.6103702654334648,3.4885096810143104,A,X,1
-0.020901593964148132,6.073019687140807,A,Y,1
0.117327383308782,3.2030640364179255,C,Y,1
1.277664895788425,5.056362314738257,A,Y,1
-0.5915713888358299,4.981762006711593,B,X,1
0.5470973811700377,7.171791131663156,A,X,1
-0.20219265243389398,5.949396465759905,A,X,1
-0.21768120322722037,4.949946082509713,A,X,1
1.0987768519871903,6.635532598400574,A,Y,1
0.8254163489880298,7.780415098034627,C,Y,1
0.8135096360006385,6.115620612703724,A,Y,1
1.305478807154329,5.0207052396867615,C,X,1
0.02100384163275905,2.376327535299681,B,X,1
0.6819529712949639,2.869772673849255,A,X,1
-0.31026675659345604,4.389550591290664,B,X,0
0.3241663524884421,3.7809755956814337,B,X,1
-0.13014305436768459,4.626057394029108,B,Y,1
0.09699596499271819,5.113299849794214,A,Y,1
0.5951570254369136,6.059385508713461,A,X,1
-0.8182206832334725,4.859002443881818,C,X,1
2.0923872756854602,5.9730032876524035,C,X,1
-1.006017381499702,5.12894882962024,C,X,0
-1.2141886127877322,1.0490668672922574,A,Y,0
1.1581108735000678,3.1213292123624914,B,X,1
0.7916626939629359,4.7118248885567695,A,X,1
0.6241198170521551,2.580610514317785,A,X,1
0.6283455092642799,6.199857459992409,A,Y,1
-0.012246772846914623,8.061501664687395,B,X,1
-0.8972543714858315,7.437523703394634,A,X,1
0.07580455819372633,4.573114258139584,A,X,1
-0.6771617115121117,7.9814522736999045,C,Y,1
0.9751197334177512,5.297334914404224,A,Y,1
-0.14705738150213865,4.32582805776392,A,X,1
-0.8254971967925115,3.7731946729181205,A,Y,1
-0.32138584165299344,4.395060627023743,C,Y,1
0.4129314542756245,4.223646362917543,B,Y,1
-0.5637245528039749,5.340832444750975,A,Y,1
-0.8222203955664315,5.3211479620997295,C,Y,1
0.2436872114919123,5.006092040306829,C,X,1
0.24496657110872277,5.8738763394927,A,Y,1
-0.5069431753711298,7.381292549572683,B,X,1
-0.4710383056183228,6.899108270882648,B,Y,1
0.2320499373576363,2.030204063100193,B,X,1
-1.4480843414973241,-0.10784226980390965,A,Y,0
-1.4074637743765552,6.868639822478547,C,Y,0
-0.718444221252436,2.266242603169158,B,X,0
-0.21344715171184725,4.550469196214633,A,Y,1
0.3109075655980046,2.659773947881281,A,X,1
1.475356216949552,1.3960391248399606,A,Y,1
0.8576596232020194,6.082925456409576,A,X,1
-0.1599385299634271,6.518310320605294,B,X,1
-0.01901620790268883,3.846979198546561,A,Y,1
-1.0025293646378088,-0.18208458428981977,A,X,0
-0.018513135992389903,3.9075111034950343,B,Y,1
-0.2886586389201379,5.783608010805093,A,X,1
0.3227185603380895,2.042176862451743,C,X,1
-0.827230943552323,5.3667198395583116,A,X,0
0.5193465142411723,4.969380301654009,A,X,1
1.5327389130025777,6.158582999202177,A,X,1
-0.1087601484568576,5.239160736828307,A,X,1
0.40171172209894146,3.0538621182368892,A,X,1
0.6901439917111125,7.393143003328983,B,X,1
-0.40122047188583626,4.68294085394606,C,Y,1
0.22409248181041677,4.945390920980136,A,Y,1
0.01259240078179486,3.133464081853608,B,X,1
0.09767609854883172,4.11343549761698,B,Y,1
-0.7730097838554665,3.2303945719461984,C,X,0
0.024510174258942696,4.654107880153154,A,Y,1
0.4979982912454495,8.423416960284687,A,Y,1
1.4511436077950417,2.2561977141372873,A,Y,1
0.9592708260852069,1.7728772042465177,B,X,1
2.1531824575115563,7.942340654987217,C,Y,1
-0.7673475628880495,4.581352645696268,A,X,1
0.8723206367206782,3.6618545226801666,A,Y,1
0.18334200573835174,7.079809374792153,C,X,1
2.1898029332176723,3.788768920526272,C,Y,1
-0.8082982853551515,8.652019427093872,C,Y,1
-0.8397218421807761,6.355851742678539,B,Y,1
-0.5993926454440222,4.024177183708595,A,X,0
-2.123895724309807,9.314616426531007,B,Y,0
-0.525755021680761,3.788570153993323,B,X,1
-0.759132661553698,6.484190744018614,A,Y,1
0.15039378647620763,5.598585160812984,B,X,1
0.34175597577715944,7.603482578797596,B,X,1
1.8761708392158862,8.123022393453706,A,X,1
0.9504238381860503,5.064008298131533,B,X,1
-0.5769036556624031,3.4931642593076333,B,X,0
-0.898414671348358,5.919944285878233,C,X,1
0.4919191715065057,3.6445692604957878,A,X,1
-1.3202332070206422,9.026774495053246,A,Y,1
1.8314587658543537,5.273070662165475,B,Y,1
1.179440120721287,4.269356897375783,A,X,1
-0.4691756521047048,5.3693606117298165,B,X,0
-1.713134529090878,2.305747420940607,B,X,0
1.3538723741654133,3.056771922978697,A,X,1
-0.11453984525261789,7.400827815888851,B,Y,1
1.2378163119734618,3.6862114420572087,B,Y,1
-1.594427658794367,2.906178034636121,A,X,0
-0.5993750229537729,6.073305505054572,C,X,1
0.005243699718183166,7.371408309325994,C,X,1
0.046980593764742055,6.437906621330134,B,Y,1
-0.45006547147924364,6.992095371611633,B,Y,1
0.6228499323474987,3.4864098228610785,A,X,1
-1.0676204293825944,2.1563786665163125,C,X,0
-0.1423794850212935,8.002667303910973,B,Y,1
0.12029563171189886,4.354640322315729,B,Y,1
0.514438834058749,4.498333967089906,C,X,1
0.7116148780888896,7.656388283698115,A,X,1
-1.124642091837869,6.11246001880132,C,X,1
-1.5341141707356223,5.911775544163215,A,X,0
1.277676821898509,9.330004689802168,A,X,1
0.33231401197959165,3.712963539239714,A,X,1
-0.7484865365565536,6.855680256162474,C,X,1
1.551151975522523,5.114026249794169,C,X,1
0.11567463429285867,5.537184557726515,B,Y,1
1.1792971840638264,8.056936852825064,B,X,1
0.06751848141010895,6.015671512579248,B,X,1
2.060747924881987,6.076592158099266,C,X,1
1.7553408424432044,7.145014674619604,A,X,1
-0.2489641484790735,4.270094540914229,A,Y,1
0.9715709509543554,3.3215806653219873,A,X,1
0.6453759495851475,2.910381611957933,B,X,1
1.3686315575323487,1.0672868212479965,B,Y,1
-0.9649234605801045,9.112414259880644,A,X,1
0.6860514599984393,2.7935832685566337,A,Y,1
1.0584244868495878,4.557492752828456,C,X,1
-1.7587394864231143,4.446373400222159,A,X,0
-1.183258512665775,5.614813395618201,B,X,1
-2.0392321777601006,6.6314744250785935,C,X,0
-0.26940683444455765,6.720946976719491,A,Y,1
0.7175422557959621,3.8338451228621233,A,Y,1
1.502357052096028,4.665756572427177,B,X,1
0.07409478041977519,5.5651599009765995,C,X,1
1.6286155455712918,4.502617747632906,B,Y,1
-1.3801014582148914,8.214691152039986,C,Y,1
-1.7033824393551547,5.981949903276503,A,X,1
-0.05554769889661878,6.4697555720996345,B,X,1
0.3840654489393073,6.325762537334826,B,X,1
-0.03269474809409311,7.34694771497065,C,Y,1
-2.0674421000398766,5.3620431174074135,A,X,0
-0.08912003951278841,2.406336104088307,C,X,0
-1.3044695005048532,5.799375903505283,B,Y,0
0.6696725488300385,3.697286212416342,A,X,1
0.36659824609684827,3.9427666365004863,A,X,1
-0.9398797863273552,6.172728037510186,C,X,1
-0.5138669173366935,7.476566142867272,A,X,1
-1.0592135218889516,5.042543153472123,A,X,0
-0.06267909727317188,5.617666025197927,A,X,1
0.9551423205012383,8.404429889270476,C,X,1
-0.9857260463355437,5.4815063589771365,B,X,0
0.5040465155178444,10.203366228360789,B,Y,1
-0.5302576183724408,6.1310192912630885,A,Y,1
-0.7928728322623442,1.4784744816883646,B,X,0
-0.10703035995455783,6.506683242209065,B,X,1
-1.035242322419374,5.7623167697655555,C,X,1
-0.553649305347182,7.579505508165491,C,X,1
-1.1978778925888485,6.346362702539917,A,X,1
1.9647251329163893,4.723088032032452,B,Y,1
0.03526355197172861,2.5514035274212685,A,X,1
-0.6997255079925854,4.58195348542795,B,X,1
0.21397991073422196,3.2989590915814,A,X,1
-0.11232804969082963,3.8389531003905546,A,Y,1
-0.2209695995332226,6.177156808841219,A,X,1
0.6141667000434252,8.339809008702812,B,Y,1
0.7575077100473051,5.7893430596459625,A,X,1
-0.5305011476105275,2.6082338759296313,B,Y,1
-0.57581824064468,5.889205336440281,A,Y,1
-0.275051697151644,7.393262973291302,A,X,1
-2.301921164735585,3.780434191361236,B,X,0
-1.515191062198552,4.7319656666541645,A,X,0
1.3668742674445244,5.0293763894583945,A,X,1
1.6449677135012837,3.43020337383552,B,Y,1
-0.24903603955637832,6.2965608676877185,A,Y,1
0.5765569630557664,4.758103702784437,A,Y,1
0.3112501545435361,5.839064887814056,A,Y,1
3.0788808084552377,3.2250156443958,C,X,1
1.1195749114345768,4.125083399353179,B,X,1
-0.12791759148076653,6.444762715655543,B,Y,1
-0.9555404406004258,4.254333695816466,B,X,0
-1.6064463202575725,8.45392770246681,A,Y,0
0.2034636358672231,4.200727628770795,A,X,1
-0.7563507452843033,5.449369451503772,B,X,1
-1.4222537095976742,6.8651816637461796,A,Y,0
-0.6465728842425267,2.1632685341339366,A,X,0
-1.0815480036143952,1.4783823760384482,A,Y,0
1.6871416350725648,1.9486873708598105,A,Y,1
0.8816397569494505,7.525168206854364,C,Y,1
-0.007972641316617375,3.8962837082151065,A,Y,1
1.4799441388900263,10.116398571336504,B,X,1
0.0773683076476183,3.871504802685223,A,Y,1
-0.8612842013282637,5.369102606394074,C,X,0
1.5231240772696573,8.08421990513575,A,X,1
0.5389100436846587,9.012185776318246,A,Y,1
-1.0372461543264564,9.123007153272795,B,X,1
-0.1903386780836082,7.416732461186285,B,X,1
-0.8756182533847574,7.048125051622925,A,X,1
-1.3827997309643363,6.185053898402366,A,X,0
0.9261775475316414,6.5567221523332755,A,Y,1
1.9094166404701305,3.897628567342933,A,X,1
-1.3985675738191412,3.363602233155386,A,Y,0
0.5629692366905709,4.993251085178096,A,Y,1
-0.6506425691218272,4.659630754950143,A,Y,1
-0.4871253837646962,4.093543901345449,A,X,0
-0.5923939242388692,6.392774894913431,B,Y,1
-0.863990769679816,6.910610417141021,C,X,1
0.04852162794482699,5.176813772583695,B,Y,1
-0.8309501164110378,7.955060162110524,A,X,1
0.2704568257798388,2.71662177173299,A,Y,1
-0.05023810944913695,4.612681081440564,C,Y,1
-0.23894804686640975,3.5663553587943904,A,X,1
-0.9075636620415979,1.26692676585388,A,X,0
-0.5767713305683327,4.834638628314601,B,Y,1
0.755391225825756,4.756504983233433,B,X,1
0.5009171876243808,8.026899486484261,B,Y,1
-0.977555244798551,6.2616233691095555,A,X,1
0.09933230542922587,2.95162635134159,A,X,1
0.751387123371789,8.708185132668376,C,Y,1
-1.6694052811213718,7.442067391050706,A,Y,1
0.543360192379935,6.164195406937232,B,Y,1
-0.6626237589458467,4.547031802300336,B,X,1
0.5705986685931593,3.0811215265530407,B,Y,1
-0.7632591565425169,4.255586447857894,A,X,1
-1.804882100664519,7.177497239408371,A,Y,0
-1.6275424378831627,8.769172611869218,B,Y,1
0.048084946661381994,8.086487056544378,C,X,1
0.25972250172148187,4.022301156427452,C,X,1
-0.9043166251044086,2.7607651334219776,A,X,0
0.6385924587773739,5.281772493822408,A,Y,1
-1.6615200622689599,1.4631212688742967,C,X,0
-0.06607979864731657,5.646335428369563,B,Y,1
-1.2110161997624564,4.7047948274026625,C,X,0
-0.6518361078021592,4.067926996263515,A,Y,1
0.047398671316414016,1.810593865466409,B,Y,0
-0.8604133652839524,6.027200213139433,B,X,0
-0.38455554422982535,3.9345983206761774,B,X,1
1.0062928092144405,2.660166328579424,A,X,1
-0.5768918695231487,-0.7445244265632986,A,Y,0
0.8356921120651418,4.9449701898987275,B,Y,1
-1.129706854657618,8.544503193339487,A,X,1
0.5298041779152828,8.32251842909574,A,Y,1
1.4415686206579004,4.0858074868274565,C,X,1
-2.4716445001272893,3.7955758792764387,A,X,0
-0.7968952554704768,5.937548512150047,C,Y,1
0.57707212718054,3.0032291216234173,A,X,1
-0.2030453860429927,5.6035837996389315,B,X,1
0.37114587337130883,6.53216055676938,C,X,1
-0.6039851867158206,7.453866447768615,A,X,1
0.08658978747289992,4.799691847040094,A,X,1
-0.15567723539207948,4.592652499646068,A,X,1
1.1677820616598074,3.244034826486878,A,Y,1
0.2544208433012131,3.3462392919202797,B,X,1
0.3376026620752022,4.547042216196947,C,X,1
-0.4118769661224674,5.734731013632356,A,X,0
-0.48760622407249354,6.827169252466499,A,X,1
-0.4325581878196209,3.3936420986393103,A,Y,1
0.39445214237829684,7.985377137919043,B,Y,1
-0.42098448082026296,4.457752797914862,A,X,1
0.28977485689641286,4.957265411303128,B,Y,1
2.0754007986454384,3.5055766417043532,B,X,1
0.8711247034316923,0.1515194794541168,B,X,1
-0.32602353216784113,6.7680907927220995,A,X,1
1.2012139221639448,6.473687794184867,B,X,1
-0.4080753730215514,4.437344885763573,A,X,1
-2.038124535177854,5.133981434449744,A,Y,0
-1.008086310917404,6.031878435408199,C,X,1
-1.8707919210258557,1.8749082862269146,B,Y,0
-0.35151348404130867,3.9418946453074106,A,X,1
0.0184183791895517,6.588529359243655,A,X,1
1.6764373122752827,2.491421153661501,A,Y,1
0.32692737376416264,5.587115864333258,A,X,1
-0.21910052880886424,2.28683639075319,A,X,0
0.8294055811834892,5.932859964867053,A,Y,1
-2.211135309007885,4.9287170354050325,A,Y,0
0.23561455810856594,1.769736368188981,B,Y,1
0.7708651938869668,7.329478708914342,B,Y,1
-1.4785862457798415,3.5308168464039023,B,Y,0
1.143754043206929,3.3794951259712382,A,Y,1
0.3384964074944141,5.401138394461886,C,X,1
